"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Sex code (SEX_LABEL)","Meaning of Ethnicity code (ETH_GROUP_LABEL)","Meaning of Race code (RACE_GROUP_LABEL)","Meaning of Veteran code (VET_GROUP_LABEL)","Meaning of Sales, value of shipments, or revenue size of firms code (RCPSZFI_LABEL)","Year (YEAR)","Number of employer firms (FIRMPDEMP)","Sales, value of shipments, or revenue of employer firms ($1,000) (RCPPDEMP)","Number of employees (EMP)","Annual payroll ($1,000) (PAYANN)","Relative standard error of employer firms (%) (FIRMPDEMP_S)","Relative standard error of sales, value of shipments, or revenue of employer firms (%) (RCPPDEMP_S)","Relative standard error of number of employees (%) (EMP_S)","Relative standard error of annual payroll (%) (PAYANN_S)"
"United States","53","Real estate and rental and leasing","Total","Total","Asian","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Asian","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Asian","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Asian","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Native Hawaiian and Other Pacific Islander","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","53","Real estate and rental and leasing","Total","Total","Minority","Veteran","Firms with sales/receipts of less than $5,000","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Minority","Veteran","Firms with sales/receipts of $5,000 to $9,999","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","53","Real estate and rental and leasing","Total","Total","Minority","Veteran","Firms with sales/receipts of $10,000 to $24,999","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Minority","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Minority","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Minority","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","544","O","604","17,531","41.8","S","59.4","46.7"
"United States","53","Real estate and rental and leasing","Total","Total","Minority","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","380","O","893","27,168","39.8","S","71.4","75.9"
"United States","53","Real estate and rental and leasing","Total","Total","Minority","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Minority","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","136","R","845","41,460","56.3","S","83.3","63.8"
"United States","53","Real estate and rental and leasing","Total","Total","Equally minority/nonminority","Veteran","Firms with sales/receipts of $10,000 to $24,999","2018","4","B","0","25","40.1","S","0.0","6.4"
"United States","53","Real estate and rental and leasing","Total","Total","Equally minority/nonminority","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","53","Real estate and rental and leasing","Total","Total","Equally minority/nonminority","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","3","B","3","85","53.5","S","53.5","0.3"
"United States","53","Real estate and rental and leasing","Total","Total","Equally minority/nonminority","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","5","B","0","143","32.1","S","0.0","2.2"
"United States","53","Real estate and rental and leasing","Total","Total","Equally minority/nonminority","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Equally minority/nonminority","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Equally minority/nonminority","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","D","D","100 to 249 employees","D","D","D","D","D"
"United States","53","Real estate and rental and leasing","Total","Total","Nonminority","Veteran","Firms with sales/receipts of less than $5,000","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Nonminority","Veteran","Firms with sales/receipts of $5,000 to $9,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Nonminority","Veteran","Firms with sales/receipts of $10,000 to $24,999","2018","512","K","412","6,563","30.7","S","40.3","49.2"
"United States","53","Real estate and rental and leasing","Total","Total","Nonminority","Veteran","Firms with sales/receipts of $25,000 to $49,999","2018","1,066","L","879","16,143","25.1","S","37.6","31.7"
"United States","53","Real estate and rental and leasing","Total","Total","Nonminority","Veteran","Firms with sales/receipts of $50,000 to $99,999","2018","1,795","O","2,135","41,778","27.8","S","59.2","40.4"
"United States","53","Real estate and rental and leasing","Total","Total","Nonminority","Veteran","Firms with sales/receipts of $100,000 to $249,999","2018","4,774","T","6,967","225,754","8.9","S","18.4","14.6"
"United States","53","Real estate and rental and leasing","Total","Total","Nonminority","Veteran","Firms with sales/receipts of $250,000 to $499,999","2018","3,395","U","8,697","322,618","12.2","S","19.3","19.4"
"United States","53","Real estate and rental and leasing","Total","Total","Nonminority","Veteran","Firms with sales/receipts of $500,000 to $999,999","2018","2,881","U","12,902","509,398","16.0","S","37.4","31.2"
"United States","53","Real estate and rental and leasing","Total","Total","Nonminority","Veteran","Firms with sales/receipts of $1,000,000 or more","2018","2,888","W","79,978","3,500,124","14.9","S","66.1","35.8"
"United States","53","Real estate and rental and leasing","Total","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of less than $5,000","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $5,000 to $9,999","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Total","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $10,000 to $24,999","2018","503","K","412","6,267","34.1","S","42.9","62.2"
"United States","53","Real estate and rental and leasing","Total","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $25,000 to $49,999","2018","770","L","967","9,747","36.8","S","65.7","58.9"
"United States","53","Real estate and rental and leasing","Total","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $50,000 to $99,999","2018","1,602","O","1,380","32,415","21.1","S","32.3","25.9"
"United States","53","Real estate and rental and leasing","Total","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $100,000 to $249,999","2018","3,609","T","5,506","127,356","6.7","S","15.7","21.0"
"United States","53","Real estate and rental and leasing","Total","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $250,000 to $499,999","2018","2,734","U","6,294","254,942","18.5","S","24.1","24.3"
"United States","53","Real estate and rental and leasing","Total","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $500,000 to $999,999","2018","2,232","U","7,505","271,327","17.1","S","18.2","15.8"
"United States","53","Real estate and rental and leasing","Total","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $1,000,000 or more","2018","2,103","W","26,871","1,215,962","7.8","S","43.1","20.9"
"United States","53","Real estate and rental and leasing","Female","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $50,000 to $99,999","2018","D","D","0 to 19 employees","D","D","D","D","D"
"United States","53","Real estate and rental and leasing","Male","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of less than $5,000","2018","4","B","2","319","40.1","S","0.0","3.4"
"United States","53","Real estate and rental and leasing","Male","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $5,000 to $9,999","2018","5","B","0","36","32.1","S","0.0","0.0"
"United States","53","Real estate and rental and leasing","Male","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $10,000 to $24,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Male","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $25,000 to $49,999","2018","S","S","20 to 99 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Male","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $50,000 to $99,999","2018","S","S","100 to 249 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Male","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $100,000 to $249,999","2018","563","O","896","20,107","38.6","S","47.8","60.5"
"United States","53","Real estate and rental and leasing","Male","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $250,000 to $499,999","2018","518","R","1,430","65,243","44.2","S","52.7","79.6"
"United States","53","Real estate and rental and leasing","Male","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $500,000 to $999,999","2018","353","R","967","62,366","45.3","S","49.8","52.5"
"United States","53","Real estate and rental and leasing","Male","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $1,000,000 or more","2018","482","U","12,670","434,482","28.9","S","93.6","47.5"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of less than $5,000","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $5,000 to $9,999","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $10,000 to $24,999","2018","426","K","342","5,496","41.6","S","45.9","60.8"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $25,000 to $49,999","2018","719","L","920","9,358","36.2","S","69.3","60.9"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $50,000 to $99,999","2018","1,472","O","1,199","29,006","24.1","S","27.5","22.8"
"United States","53","Real estate and rental and leasing","Equally male/female","Total","Total","Equally veteran/nonveteran","Firms with sales/receipts of $100,000 to $249,999","2018","3,045","R","4,611","107,249","8.2","S","20.3","21.1"
