"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Sex code (SEX_LABEL)","Meaning of Ethnicity code (ETH_GROUP_LABEL)","Meaning of Race code (RACE_GROUP_LABEL)","Meaning of Veteran code (VET_GROUP_LABEL)","Meaning of Employment size of firms code (EMPSZFI_LABEL)","Year (YEAR)","Number of employer firms (FIRMPDEMP)","Sales, value of shipments, or revenue of employer firms ($1,000) (RCPPDEMP)","Number of employees (EMP)","Annual payroll ($1,000) (PAYANN)","Relative standard error of employer firms (%) (FIRMPDEMP_S)","Relative standard error of sales, value of shipments, or revenue of employer firms (%) (RCPPDEMP_S)","Relative standard error of number of employees (%) (EMP_S)","Relative standard error of annual payroll (%) (PAYANN_S)"
"United States","54","Professional, scientific, and technical services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with no employees","2018","S","S","0 to 19 employees","S","S","S","S","S"
"United States","54","Professional, scientific, and technical services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with 1 to 4 employees","2018","1,955","T","3,227","134,739","11.5","S","10.0","14.5"
"United States","54","Professional, scientific, and technical services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with 5 to 9 employees","2018","495","R","3,324","170,800","25.6","S","29.4","30.3"
"United States","54","Professional, scientific, and technical services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with 10 to 19 employees","2018","278","R","3,525","174,618","40.0","S","38.5","40.0"
"United States","54","Professional, scientific, and technical services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with 20 to 49 employees","2018","100","R","2,587","145,546","78.2","S","66.1","48.0"
"United States","54","Professional, scientific, and technical services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with 50 to 99 employees","2018","20","R","1,202","101,186","36.1","S","29.9","29.8"
"United States","54","Professional, scientific, and technical services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with 100 to 249 employees","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"United States","54","Professional, scientific, and technical services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with 250 to 499 employees","2018","2","R","1,192","95,173","80.3","S","2.2","1.6"
"United States","54","Professional, scientific, and technical services","Total","Total","American Indian and Alaska Native","Nonveteran","Firms with 500 employees or more","2018","D","D","1,000 to 2,499 employees","D","D","D","D","D"
"United States","54","Professional, scientific, and technical services","Total","Total","Asian","Nonveteran","Firms with no employees","2018","10,838","U","0","595,761","5.5","S","0.0","12.3"
"United States","54","Professional, scientific, and technical services","Total","Total","Asian","Nonveteran","Firms with 1 to 4 employees","2018","35,151","W","58,759","3,882,361","2.7","S","2.7","4.6"
"United States","54","Professional, scientific, and technical services","Total","Total","Asian","Nonveteran","Firms with 5 to 9 employees","2018","6,429","W","42,574","2,800,708","9.3","S","9.0","10.4"
"United States","54","Professional, scientific, and technical services","Total","Total","Asian","Nonveteran","Firms with 10 to 19 employees","2018","3,323","W","45,900","3,511,105","14.2","S","16.2","20.6"
"United States","54","Professional, scientific, and technical services","Total","Total","Asian","Nonveteran","Firms with 20 to 49 employees","2018","2,289","W","69,839","6,077,073","13.2","S","11.4","16.9"
"United States","54","Professional, scientific, and technical services","Total","Total","Asian","Nonveteran","Firms with 50 to 99 employees","2018","664","W","43,805","3,901,280","19.3","S","18.1","20.1"
"United States","54","Professional, scientific, and technical services","Total","Total","Asian","Nonveteran","Firms with 100 to 249 employees","2018","397","W","59,912","5,301,872","41.1","S","42.5","45.8"
"United States","54","Professional, scientific, and technical services","Total","Total","Asian","Nonveteran","Firms with 250 to 499 employees","2018","157","W","50,369","3,895,296","57.5","S","54.4","26.0"
"United States","54","Professional, scientific, and technical services","Total","Total","Asian","Nonveteran","Firms with 500 employees or more","2018","70","W","51,394","4,518,229","7.6","S","5.2","4.5"
"United States","54","Professional, scientific, and technical services","Total","Total","Native Hawaiian and Other Pacific Islander","Nonveteran","Firms with no employees","2018","208","L","0","12,752","38.3","S","0.0","66.2"
"United States","54","Professional, scientific, and technical services","Total","Total","Native Hawaiian and Other Pacific Islander","Nonveteran","Firms with 1 to 4 employees","2018","549","R","1,141","51,226","27.5","S","38.7","59.1"
"United States","54","Professional, scientific, and technical services","Total","Total","Native Hawaiian and Other Pacific Islander","Nonveteran","Firms with 5 to 9 employees","2018","S","S","250 to 499 employees","S","S","S","S","S"
"United States","54","Professional, scientific, and technical services","Total","Total","Native Hawaiian and Other Pacific Islander","Nonveteran","Firms with 10 to 19 employees","2018","S","S","500 to 999 employees","S","S","S","S","S"
"United States","54","Professional, scientific, and technical services","Total","Total","Native Hawaiian and Other Pacific Islander","Nonveteran","Firms with 20 to 49 employees","2018","20","M","545","33,973","48.2","S","50.3","47.3"
"United States","54","Professional, scientific, and technical services","Total","Total","Native Hawaiian and Other Pacific Islander","Nonveteran","Firms with 50 to 99 employees","2018","D","D","100 to 249 employees","D","D","D","D","D"
"United States","54","Professional, scientific, and technical services","Total","Total","Native Hawaiian and Other Pacific Islander","Nonveteran","Firms with 100 to 249 employees","2018","2","M","405","31,285","80.3","S","0.0","0.0"
"United States","54","Professional, scientific, and technical services","Total","Total","Native Hawaiian and Other Pacific Islander","Nonveteran","Firms with 250 to 499 employees","2018","D","D","500 to 999 employees","D","D","D","D","D"
"United States","54","Professional, scientific, and technical services","Total","Total","Minority","Nonveteran","Firms with no employees","2018","18,671","U","0","978,936","3.7","S","0.0","10.1"
"United States","54","Professional, scientific, and technical services","Total","Total","Minority","Nonveteran","Firms with 1 to 4 employees","2018","67,295","W","115,226","6,485,990","2.3","S","2.2","4.2"
"United States","54","Professional, scientific, and technical services","Total","Total","Minority","Nonveteran","Firms with 5 to 9 employees","2018","12,989","W","85,269","5,191,790","4.9","S","4.9","6.3"
"United States","54","Professional, scientific, and technical services","Total","Total","Minority","Nonveteran","Firms with 10 to 19 employees","2018","6,320","W","86,664","5,895,096","10.8","S","12.1","15.3"
"United States","54","Professional, scientific, and technical services","Total","Total","Minority","Nonveteran","Firms with 20 to 49 employees","2018","3,635","W","110,039","9,063,838","9.5","S","8.2","10.4"
"United States","54","Professional, scientific, and technical services","Total","Total","Minority","Nonveteran","Firms with 50 to 99 employees","2018","1,123","W","75,237","5,708,941","13.5","S","14.8","18.9"
"United States","54","Professional, scientific, and technical services","Total","Total","Minority","Nonveteran","Firms with 100 to 249 employees","2018","671","W","93,507","7,327,466","29.1","S","34.3","33.7"
"United States","54","Professional, scientific, and technical services","Total","Total","Minority","Nonveteran","Firms with 250 to 499 employees","2018","189","W","60,591","4,645,878","49.5","S","46.8","23.2"
"United States","54","Professional, scientific, and technical services","Total","Total","Minority","Nonveteran","Firms with 500 employees or more","2018","99","W","69,391","5,475,089","6.7","S","3.9","3.7"
"United States","54","Professional, scientific, and technical services","Total","Total","Equally minority/nonminority","Nonveteran","Firms with no employees","2018","2,228","T","0","100,088","13.1","S","0.0","12.4"
"United States","54","Professional, scientific, and technical services","Total","Total","Equally minority/nonminority","Nonveteran","Firms with 1 to 4 employees","2018","6,111","U","11,749","644,316","9.9","S","11.0","10.5"
"United States","54","Professional, scientific, and technical services","Total","Total","Equally minority/nonminority","Nonveteran","Firms with 5 to 9 employees","2018","1,262","U","8,684","589,501","17.7","S","18.7","28.8"
"United States","54","Professional, scientific, and technical services","Total","Total","Equally minority/nonminority","Nonveteran","Firms with 10 to 19 employees","2018","853","U","10,687","720,066","24.1","S","28.9","26.9"
"United States","54","Professional, scientific, and technical services","Total","Total","Equally minority/nonminority","Nonveteran","Firms with 20 to 49 employees","2018","564","U","17,213","1,291,658","30.6","S","32.9","28.6"
"United States","54","Professional, scientific, and technical services","Total","Total","Equally minority/nonminority","Nonveteran","Firms with 50 to 99 employees","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"United States","54","Professional, scientific, and technical services","Total","Total","Equally minority/nonminority","Nonveteran","Firms with 100 to 249 employees","2018","17","T","2,483","216,524","51.0","S","37.4","38.0"
"United States","54","Professional, scientific, and technical services","Total","Total","Equally minority/nonminority","Nonveteran","Firms with 500 employees or more","2018","8","R","3,803","255,671","20.1","S","1.5","3.2"
"United States","54","Professional, scientific, and technical services","Total","Total","Nonminority","Nonveteran","Firms with no employees","2018","99,350","W","0","6,134,595","2.5","S","0.0","5.7"
"United States","54","Professional, scientific, and technical services","Total","Total","Nonminority","Nonveteran","Firms with 1 to 4 employees","2018","350,406","W","624,230","33,795,352","0.8","S","0.9","2.7"
"United States","54","Professional, scientific, and technical services","Total","Total","Nonminority","Nonveteran","Firms with 5 to 9 employees","2018","75,838","W","494,321","29,662,813","3.1","S","3.1","2.6"
"United States","54","Professional, scientific, and technical services","Total","Total","Nonminority","Nonveteran","Firms with 10 to 19 employees","2018","44,237","W","588,701","38,644,989","2.3","S","2.6","3.1"
"United States","54","Professional, scientific, and technical services","Total","Total","Nonminority","Nonveteran","Firms with 20 to 49 employees","2018","23,851","W","700,312","52,883,752","6.4","S","6.7","6.8"
"United States","54","Professional, scientific, and technical services","Total","Total","Nonminority","Nonveteran","Firms with 50 to 99 employees","2018","5,894","W","383,412","33,249,547","12.6","S","11.9","13.3"
